550.0,29.912109375,92.6171875,52,58,65
550.0,29.560546875,92.5390625,63,72,81
550.0,29.501953125,91.2109375,73,76,84
550.0,29.501953125,91.2109375,73,76,84
550.0,29.501953125,91.2109375,73,76,84
550.0,29.560546875,92.5390625,63,72,81
550.0,29.150390625,92.4609375,51,60,69
550.0,29.267578125,91.2109375,40,45,54
550.0,29.267578125,91.2109375,40,45,54
550.0,29.150390625,92.4609375,51,60,69
550.0,28.740234375,92.4609375,69,79,89
550.0,28.857421875,91.5234375,62,70,83
550.0,28.857421875,91.5234375,62,70,83
550.0,28.740234375,92.4609375,69,79,89
550.0,28.330078125,92.3828125,63,73,83
550.0,28.447265625,91.4453125,68,77,91
550.0,28.447265625,91.4453125,68,77,91
550.0,28.330078125,92.3828125,63,73,83
550.0,27.919921875,92.7734375,66,75,85
550.0,28.095703125,91.0546875,65,73,90
550.0,28.095703125,91.0546875,65,73,90
550.0,27.919921875,92.7734375,66,75,85
550.0,27.568359375,92.5390625,71,77,88
550.0,27.685546875,91.2109375,63,70,87
550.0,27.685546875,91.2109375,63,70,87
550.0,27.568359375,92.5390625,71,77,88
550.0,27.158203125,92.5390625,35,37,47
550.0,27.275390625,91.1328125,38,43,58
550.0,27.275390625,91.1328125,38,43,58
550.0,27.158203125,92.5390625,35,37,47
550.0,26.748046875,92.6953125,67,68,78
550.0,26.865234375,91.3671875,60,63,77
550.0,26.865234375,91.3671875,60,63,77
550.0,26.748046875,92.6953125,67,68,78
550.0,26.337890625,92.6953125,92,94,104
550.0,26.455078125,91.2890625,91,93,103
550.0,26.455078125,91.2890625,91,93,103
550.0,26.337890625,92.6953125,92,94,104
550.0,25.986328125,92.2265625,37,42,51
550.0,26.103515625,90.8203125,43,48,57
550.0,26.103515625,90.8203125,43,48,57
550.0,25.986328125,92.2265625,37,42,51
550.0,25.576171875,92.1484375,67,73,84
550.0,25.751953125,90.7421875,63,69,80
550.0,25.751953125,90.7421875,63,69,80
550.0,25.576171875,92.1484375,67,73,84
550.0,25.224609375,91.9921875,48,57,67
550.0,25.341796875,90.8984375,48,56,69
550.0,25.341796875,90.8984375,48,56,69
550.0,25.224609375,91.9921875,48,57,67
550.0,24.814453125,91.9140625,67,76,89
550.0,24.873046875,91.2109375,53,62,75
550.0,24.873046875,91.2109375,53,62,75
550.0,24.814453125,91.9140625,67,76,89
550.0,24.404296875,92.3828125,63,72,85
550.0,24.521484375,91.0546875,66,75,88
550.0,24.521484375,91.0546875,66,75,88
550.0,24.404296875,92.3828125,63,72,85
550.0,24.052734375,91.8359375,68,78,88
550.0,24.169921875,90.5859375,66,75,88
550.0,24.169921875,90.5859375,66,75,88
550.0,24.052734375,91.8359375,68,78,88
550.0,23.583984375,92.3046875,67,77,87
550.0,23.759765625,90.8203125,62,72,82
550.0,23.759765625,90.8203125,62,72,82
550.0,23.583984375,92.3046875,67,77,87
550.0,23.232421875,91.8359375,69,78,88
550.0,23.349609375,90.4296875,60,69,83
550.0,23.349609375,90.4296875,60,69,83
550.0,23.232421875,91.8359375,69,78,88
550.0,22.822265625,92.0703125,71,78,87
550.0,22.998046875,90.5078125,68,74,87
550.0,22.998046875,90.5078125,68,74,87
550.0,22.822265625,92.0703125,71,78,87
550.0,22.470703125,91.6015625,78,81,89
550.0,22.529296875,90.8984375,67,72,81
550.0,22.529296875,90.8984375,67,72,81
550.0,22.470703125,91.6015625,78,81,89
