18.28125,38.0078125,300.0,32,48,41
17.65625,34.7265625,300.0,24,40,33
18.90625,34.7265625,300.0,32,47,43
18.90625,34.7265625,300.0,32,47,43
18.90625,34.7265625,300.0,32,47,43
17.65625,34.7265625,300.0,24,40,33
18.28125,31.4453125,300.0,21,38,34
19.53125,31.4453125,300.0,34,51,48
19.53125,31.4453125,300.0,34,51,48
18.28125,31.4453125,300.0,21,38,34
17.65625,28.1640625,300.0,26,43,39
18.90625,28.1640625,300.0,34,51,48
18.90625,28.1640625,300.0,34,51,48
17.65625,28.1640625,300.0,26,43,39
17.34375,24.8828125,300.0,31,45,44
18.59375,24.8828125,300.0,19,34,36
18.59375,24.8828125,300.0,19,34,36
17.34375,24.8828125,300.0,31,45,44
17.65625,21.6015625,300.0,21,35,34
19.53125,22.1484375,300.0,30,45,47
19.53125,22.1484375,300.0,30,45,47
17.65625,21.6015625,300.0,21,35,34
17.96875,18.8671875,300.0,26,39,41
19.21875,18.8671875,300.0,38,51,53
19.21875,18.8671875,300.0,38,51,53
17.96875,18.8671875,300.0,26,39,41
17.34375,15.5859375,300.0,27,40,42
18.59375,15.5859375,300.0,29,42,44
18.59375,15.5859375,300.0,29,42,44
17.34375,15.5859375,300.0,27,40,42
17.96875,12.3046875,300.0,20,32,32
18.59375,12.3046875,300.0,23,35,35
18.59375,12.3046875,300.0,23,35,35
17.96875,12.3046875,300.0,20,32,32
17.65625,9.0234375,300.0,27,39,39
18.90625,9.0234375,300.0,28,40,40
18.90625,9.0234375,300.0,28,40,40
17.65625,9.0234375,300.0,27,39,39
16.71875,5.7421875,300.0,46,57,54
18.90625,5.7421875,300.0,40,51,48
18.90625,5.7421875,300.0,40,51,48
16.71875,5.7421875,300.0,46,57,54
17.65625,2.4609375,300.0,20,31,28
18.28125,3.0078125,300.0,24,35,32
19.0625,69.453125,300.0,72,76,81
17.8125,69.453125,300.0,84,88,93
18.28125,66.4453125,300.0,31,35,40
19.53125,66.4453125,300.0,24,28,33
19.53125,66.4453125,300.0,24,28,33
18.28125,66.4453125,300.0,31,35,40
17.65625,63.1640625,300.0,66,69,73
18.90625,63.1640625,300.0,63,66,70
18.90625,63.1640625,300.0,63,66,70
17.65625,63.1640625,300.0,66,69,73
17.34375,59.8828125,300.0,131,134,138
18.59375,59.8828125,300.0,129,132,136
18.59375,59.8828125,300.0,129,132,136
17.34375,59.8828125,300.0,131,134,138
17.65625,56.6015625,300.0,66,76,76
19.53125,57.1484375,300.0,55,65,65
19.53125,57.1484375,300.0,55,65,65
17.65625,56.6015625,300.0,66,76,76
17.96875,53.8671875,300.0,46,56,56
19.21875,53.8671875,300.0,35,45,45
19.21875,53.8671875,300.0,35,45,45
17.96875,53.8671875,300.0,46,56,56
17.34375,50.5859375,300.0,38,52,48
18.59375,50.5859375,300.0,23,36,34
18.59375,50.5859375,300.0,23,36,34
17.34375,50.5859375,300.0,38,52,48
17.96875,47.3046875,300.0,63,77,73
18.59375,47.3046875,300.0,67,80,78
18.59375,47.3046875,300.0,67,80,78
17.96875,47.3046875,300.0,63,77,73
17.65625,44.0234375,300.0,40,56,49
18.90625,44.0234375,300.0,52,67,63
18.90625,44.0234375,300.0,52,67,63
17.65625,44.0234375,300.0,40,56,49
16.71875,40.7421875,300.0,34,50,43
18.90625,40.7421875,300.0,31,46,42
18.90625,40.7421875,300.0,31,46,42
16.71875,40.7421875,300.0,34,50,43
17.65625,37.4609375,300.0,29,45,38
18.28125,38.0078125,300.0,32,48,41
18.28125,38.0078125,300.0,32,48,41
17.65625,37.4609375,300.0,29,45,38
16.71875,34.7265625,300.0,23,39,32
17.65625,34.7265625,300.0,24,40,33
17.65625,34.7265625,300.0,24,40,33
16.71875,34.7265625,300.0,23,39,32
17.03125,31.4453125,300.0,22,39,35
18.28125,31.4453125,300.0,21,38,34
18.28125,31.4453125,300.0,21,38,34
17.03125,31.4453125,300.0,22,39,35
16.40625,28.1640625,300.0,20,37,33
17.65625,28.1640625,300.0,26,43,39
17.65625,28.1640625,300.0,26,43,39
16.40625,28.1640625,300.0,20,37,33
16.09375,24.8828125,300.0,28,42,41
17.34375,24.8828125,300.0,31,45,44
17.34375,24.8828125,300.0,31,45,44
16.09375,24.8828125,300.0,28,42,41
16.09375,21.6015625,300.0,16,30,29
17.65625,21.6015625,300.0,21,35,34
17.65625,21.6015625,300.0,21,35,34
16.09375,21.6015625,300.0,16,30,29
16.40625,18.3203125,300.0,16,29,31
17.96875,18.8671875,300.0,26,39,41
17.96875,18.8671875,300.0,26,39,41
16.40625,18.3203125,300.0,16,29,31
16.09375,15.5859375,300.0,25,38,40
17.34375,15.5859375,300.0,27,40,42
17.34375,15.5859375,300.0,27,40,42
16.09375,15.5859375,300.0,25,38,40
16.09375,12.3046875,300.0,37,49,49
17.96875,12.3046875,300.0,20,32,32
17.96875,12.3046875,300.0,20,32,32
16.09375,12.3046875,300.0,37,49,49
16.40625,9.0234375,300.0,19,31,31
17.65625,9.0234375,300.0,27,39,39
17.65625,9.0234375,300.0,27,39,39
16.40625,9.0234375,300.0,19,31,31
16.40625,5.7421875,300.0,12,23,20
16.71875,5.7421875,300.0,46,57,54
16.71875,5.7421875,300.0,46,57,54
16.40625,5.7421875,300.0,12,23,20
16.09375,2.4609375,300.0,15,26,23
17.65625,2.4609375,300.0,20,31,28
17.8125,69.453125,300.0,84,88,93
15.9375,68.359375,300.0,81,83,91
17.1875,66.171875,300.0,37,39,47
18.28125,66.4453125,300.0,31,35,40
18.28125,66.4453125,300.0,31,35,40
17.1875,66.171875,300.0,37,39,47
16.40625,63.1640625,300.0,60,61,65
17.65625,63.1640625,300.0,66,69,73
17.65625,63.1640625,300.0,66,69,73
16.40625,63.1640625,300.0,60,61,65
16.09375,59.8828125,300.0,124,125,129
